author_id,Skatter_og_avgifter,No class,Avvikling_olje,Privat_velferdtxt,Midlertidig_arbeid,Unge_asylsøkere,Skole,Heldagsskole,Militær,Surrogati,Arbeidstid,Sammenslåing_av_kommuner,Narkotikapolitikk,Flyktninger,Veiprosjekter,Fritt_behanglingsvalg,EØS,Politi,Oljeleting,Kapitalisme,Ulv,Formueskatt,Gårder,Kristendom,Kontantstøtten,target
1089552211,0.0,1.1712964901239509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
967169378629378049,0.0,5.377292869130021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9550597423314625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
103869740,0.0,0.3429983581370174,0.2263032594675939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 1, 1, 1, 1, 1, 1]"
3290469569,0.0,6.502980194424202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1587908254053638,0.0,0.0,"[1, 1, 1, 1, 0, 0, 1, 1, 1]"
882566035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1142934214938334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 1, 1, 1]"
2996731568,0.0,0.030923162115948588,0.0,0.0,0.0,0.0,1.7112200849368635,0.0,0.0,0.0,2.223121968106425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
913344692300996608,0.0,3.1187013077793093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7681508446061296,"[1, 1, 1, 1, 1, 0, 1, 1, 1]"
718470095979327490,0.0,1.5307494143809168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
3085999337,0.0,1.8176799964996562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
183356975,0.0,7.4938004586361595,2.732402712746021,0.6970960363790383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6369435861174737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9730980628958363,"[0, 1, 0, 0, 1, 1, 1, 1, 1]"
946741131332800513,0.9446920283522412,7.785330403714557,0.0,0.0,0.0,0.0,0.0,0.8313187035158707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1359262138947239939,0.0,1.2661159558613777,0.0,0.0,0.0,0.0,0.0,0.4021880537390451,0.0,0.0,0.0,0.41665128335032187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
28875514,0.0,2.406057321885668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5077865247312723,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3022178259,0.0,7.373679264104691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
61183780,0.7956648875341829,13.314238118279425,0.0,0.0,0.0,0.0,0.0,0.0,0.2700634862431497,0.49572637360336524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411252271014053,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 0, 0, 0, 0, 0]"
40935476,0.0,2.2072107145418705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
4699567280,0.0,25.73861466331608,0.0,0.0,0.0,0.0,0.0,0.10003806929131276,0.0,0.021432948318121703,0.0,0.0,1.8324638006401979,0.5293244689674015,0.0,0.0,0.0,0.0,0.0,0.8208427610109842,0.0,0.0,0.8119979478361792,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1193613826685579270,0.0,6.512124931462703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1300020191292796928,0.0,3.6887803810288537,0.0,0.0,0.7581509747935952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1134715667041726464,2.7768239242262047,17.797124399247743,0.0,0.0,0.0,0.0,0.0,4.291615754724608,0.0,0.8429353820734521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8597042069595373,1.9893954058537857,0.0,0.0,0.0,0.0,"[0, 1, 1, 0, 1, 0, 1, 0, 0]"
775685426380214272,5.821010141637953,122.44136803588964,0.0,0.0,0.0,2.6980223113660617,5.782101425886388,0.0,12.697453779654857,10.337079519480637,2.8181735714744907,0.0,9.454301333820236,2.824514854899456,5.096962032657526,0.0,15.344549387548103,3.8171968575584376,3.4138835313009426,2.4623944741488186,0.0,2.038885144722431,3.3333556617968187,0.0,0.0,"[0, 1, 1, 0, 1, 0, 1, 0, 1]"
2870559848,0.0,0.5047538898326547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 0, 0, 0, 0, 0, 1]"
